,index,index_character,index_world,name,poster,hero,url,group,Unnamed: 8,url_info,description
 «Вадо Итимондзи» — меч, в прошлом принадлежавший Куине;

 «Сандай Китэцу» — считается проклятым. Каждый из предыдущих хозяев меча умирал при загадочных обстоятельствах, примерно через год после приобретения. Достался Ророноа даром в Логтауне;

 «Юбасири» — подарен хозяином оружейной лавки в Логтауне. Во время событий «Эниес Лобби» уничтожен одним из капитанов Флота;

 «Сюсуй» — достался Зоро после победы над Рюмой, давно погибшим самураем, чьё тело было оживлено Морией.
спойлер После того как Зоро отдал Сюсуй, он получил другую легендарную катану страны Вано — Энму.


 «Энма» — это мэйто катана, которой когда-то обладал Кодзуки Одэн наряду с Амэ но Хабакири.
спойлерЭту катану Зоро получил в обмен на Сюсуй.



"
1266,1343,3,23,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Фрэнки,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Фрэнки.jpg,Аниме,,https://you-anime.ru/characters/frenki,"Настоящее имя — Катти Фламм. Все знали его под именем Фрэнки, поскольку считалось, что Катти Фламм погиб в возрасте 26 лет, пытаясь спасти своего учителя Тома, и когда через четыре года после этого его бывший соратник Айсберг узнал о том, что он жив (хоть и использовал весьма странные методы для самовосстановления), то решил ему отдать чертежи оружия. Айсберг предугадал, что оружие будут искать, и Катти, будучи первым в списке сразу после него, попросил его называть себя не иначе, как Фрэнки (это была еще и его детская кличка). До вступления в команду Луффи Фрэнки был известен, как «Лицо подполья Уотер 7», глава «Семьи Фрэнки», группы людей, занимающихся расснасткой пиратских судов и «охотой за головами».Фрэнки — киборг. Он «переделал» себя сам, правда только те части тела, до которых у него доставали руки. Источник энергии Фрэнки — кола, специально для которой он сделал в своем животе холодильник, количество оставшейся колы легко можно узнать по волосам Фрэнки, при «пустых баках» его чёлка вяло спадает на глаза, а при полном заряде — становится упругой как пружина.В огромных предплечьях Фрэнки «спрятано» большое количество разнообразного оружия: в левом — дистанционное, четыре пневматических пулемета и пушка; в правом — оружие ближнего боя (полностью железная рука, которая может выстреливаться вперед, остается соединенной с телом благодаря цепи внутри руки); обе руки на месте звезд могут изменять форму на более широкую и использоваться как щиты. Переделал Фрэнки и многие другие части своего тела: в лопатках находятся самонаводящиеся ракеты (сложность использования в том, что необходимо сильно поднять обе лопатки (использовалось всего один раз против CP9), и «самонаведение» у них под большим вопросом). Кроме того, в бою Фрэнки нередко проявляет свой недюжинный талант плотника и может во мгновение ока сколотить мост или лестницу прямо в воздухе, и взбежать по ним до того, как они упадут. За 2 года отсутствия, он сильно переделал себя, руки и тело стали больше. Неизвестно сколько новых приспособлении он встроил в себя. Появился лазер.Фрэнки любит говорить «Су-у-у-у-у-пе-е-е-е-е-р!», иногда вставая для усиления эффекта в особую позу — подняв руки над головой, сложив тыльными сторонами свои кулаки и отклонившись влево или вправо. У Фрэнки характерная манера одеваться — он носит лишь плавки, гавайскую рубашку, внушительных размеров золотую цепь и иногда очки.Фрэнки являлся хранителем чертежей древнего оружия «Плутон», которые, как он объяснял, нужны были для того, чтобы пустить их вход в противовес появившемуся где-то ещё в мире подобному оружию «Посейдон». Единственный человек, в чьих силах найти «Посейдон» — Нико Робин, поэтому когда пираты Соломенной Шляпы во главе с Луффи бросили вызов всему Мировому Правительству, чтобы вернуть её, Фрэнки поверил в них и поставил всё, что он имел, на их победу — на глазах главы CP9 он сжег чертежи «Плутона», а также сделал всё возможное для воссоединения Робин и команды.Он присоединился к Луффи, потому что после событий в Эниес Лобби за его голову была назначена награда и Семья Фрэнки настояла на том, чтобы Луффи взял его с собой, так как только он в состоянии спасти Фрэнки, если его поймают. Хотя это был только формальный предлог, чтобы покинуть Уотер 7, на самом деле Фрэнки хотел плавать на корабле своей мечты, который он построил в благодарность для пиратов Соломенной Шляпы и всегда жаждал приключений, но не мог бросить своих друзей одних — Семье Фрэнки пришлось силой и хитростью заставить его сесть на корабль (а именно украсть его плавки и привести его к Санни, где благодаря тому, что Нико Робин схватила его ниже пояса, и произошло его вступление в команду).После двух лет тренировок Фрэнки напичкал свое тело как новым оружием, так и полностью изменив строение своего тела (на месте плеч — огромные шары, в сосках — фонари, а нос является кнопкой для изменения прически)."
1267,1344,4,23,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Монки Д. Луффи,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Монки%20Д.%20Луффи.jpg,Аниме,,https://you-anime.ru/characters/monki-d-luffi,"Главный герой манги и аниме «Большой куш», является капитаном «Пиратов Соломенной Шляпы».ВнешностьНе особо высокий паренёк со стройным, но мускулистым телосложением. Волосы чёрные, коротко стриженные и взъерошенные; глаза широко распахнутые, с любопытством глядящие на мир; под левым глазом — тонкая полоска шрама. После атаки Акаину в битве при Маринфорде приобрёл ещё один огромный шрам в виде креста посередине груди. Вне критических ситуаций образ довершает ещё и улыбка «счастливого идиота» от уха до уха.Одежда — красная (в арке «Триллер Барка» — оранжевая, в «Амазон Лили» — синяя, в «Импел Даун» — жёлтая) жилетка, лёгкие сандалии и голубые (иногда чёрные или красные) шорты до колена. Неизменная потёртая соломенная шляпа, подаренная ему Шанксом, которую он, в свою очередь, получил от Роджера, с красной лентой является единственной его материальной ценностью и сохраняет своё законное место на голове, либо за плечами. За лентой шляпы с Арабасты находилась библиокарта Портгаса Д. Эйса. После двухлетней тренировки у Луффи появился жёлтый пояс, а вместо жилетки — красная рубашка.ИсторияИстория умалчивает о том, как именно Луффи провёл первые годы своей жизни и познакомился с Шанксом. Однако факт остаётся фактом — красноволосый пират вдохновил Луффи на пиратскую судьбу и поиск Ван-Писа. И шрам под глазом Луффи напоминает ему о том, что в раннем детстве мальчик сам себя поранил и едва не вырезал себе глаз, пытаясь доказать Шанксу, что уже является мужчиной. Более того, однажды Шанкс спас жизнь маленького Луффи, пожертвовав ради этого левой рукой. Неудивительно, что уже в семь лет Луффи обрёл кумира, подарившего ему ту самую соломенную шляпу. Бедный дедушка-морпех Монки Д. Гарп подумать даже не мог, что нещадные тренировки на выживание в горах и джунглях, которые он устраивал для внука, разовьют недюжинную выносливость в будущем пирате.Как только мальчику стукнуло 17, он погрузился в лодку, погрузил возле себя некое подобие пиратского флага и отправился в гордом одиночестве в открытый океан, нисколько не беспокоясь о том факте, что в случае чего он пойдёт ко дну топором. Впрочем, удача сдружилась с обнаглевшим парнем — настолько, что он в краткие сроки успел собрать пиратскую команду, получить себе корабль, проскочить на Гранд Лайн и к текущему моменту заработать немаленькую цену за свою голову.ХарактерНаивно-восторженный — когда нет особых проблем, по-глупому самоотверженный — когда под угрозой жизнь или свобода накама (товарищей). Несмотря на то, что зачастую Луффи ведёт себя более чем глупо, в ситуациях, требующих капитанского вмешательства, он принимает единственно правильные решения. Вообще у Луффи очень хорошо развита интуиция (к примеру, он всегда вычленяет среди противников наиболее сильного и выбирает его себе в оппоненты). Легко и непринуждённо реагирует на насмешки, практически не обозляясь. Настойчив до победного конца, уверен в себе и в команде. Да и просто — верит людям, верит в людей. Но при смертельной опасности своих товарищей или соломенной шляпы Шанкса он может и убить.ПривычкиУ Луффи множество нелогичных привычек. Вне боя он не слушает окружающих, часто отвлекается и уходит от сути дела, также может ни с того ни с сего заснуть прямо посреди разговора. Если что-то задумал, то так и сделает, уровень безрассудности и странности желания его не волнует. Любит сидеть на носу корабля, поедая мясо в неограниченных количествах, распивать с накама неопределённые алкогольные напитки и искать дюжину с хвостиком приключений на свою соломенную шляпу.Силы и способностиБольшинство атак Луффи основаны на силе дьявольского фрукта. Так как в детстве он по неосторожности съел Гому-Гому, то стал «резиновым человеком». Может растягивать любую часть своего тела и отражать пули, ядра и прочие заряды огнестрельного оружия. После встречи с Магелланом в Импел Дауне ему достался иммунитет к ядам. За два года тренировок с Рэйли научился пользоваться всеми видами воли. После возвращения на архипелаг Сабаоди смог одолеть Пацифиста с одного удара."
1268,1345,5,23,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Санджи,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Санджи.jpg,Аниме,,https://you-anime.ru/characters/sandzhi,"Повар в команде «Пиратов Соломенной шляпы». За это его все любят (особенно Луффи). Большинство его атак произносятся на французском и затрагивают тему еды или её приготовления. Может входить в форму «Ноги дьявола», раскручиваясь на одной ноге при огромной скорости, что накаляет её и как будто воспламеняет, увеличивая мощь ударов огненной ноги.В бою дерётся только ногами, для того чтобы не повредить руки, которыми он готовит еду. Сила его ударов настолько велика, что может изменить костную структуру лица человека (как, например, в случае с Дювалем). Также (но очень редко) использует револьвер или кухонные ножи. Санджи — один из сильнейших в команде «Соломенной шляпы». Мало уступающий в силе Зоро, Санджи видит в нём вечного соперника, хотя он всё-таки очень его уважает и дорожит его дружбой.Без ума от женщин. Особенно много внимания уделяет женщинам команды Луффи — Нами, Виви и Нико Робин. Злостный курильщик. Его редко можно увидеть без сигареты во рту. Довольно часто, в то время как остальные сражаются с врагами, Санджи куда-то пропадает, чтобы устроить противнику диверсию. Так было, например, на острове Литтл Гарден, в Скайпии, Эниес Лобби. Мечта Санджи — найти Ол Блю, место, где собирается рыба со всех четырёх морей. Так он сможет готовить любое блюдо в мире. Из-за того, что фотограф не снял крышку с фотоаппарата, фотография на постер с наградой за его голову была нарисована от руки.После двухлетней тренировки у Санджи появились усы и маленькая бородка, а чёлка стала закрывать правый глаз. На брови левого также оказалась завитушка (причём в ту же сторону, что и правая). Ввиду того, что тренировка проходила на острове окама, он очень истосковался по прекрасному полу. Настолько, что даже при виде симпатичной девушки у него кровь льёт из носа мощным фонтаном, в результате чего Чопперу вечно приходится делать Санджи переливания крови. В связи с этим есть ещё проблема: у Санджи самая редкая IV группа крови, поэтому её трудно найти, чтобы пополнить запасы. За два года тренировок развил технику, похожую на ту, которую применяли агенты CP9 «Геппо», — позволяющую отталкиваться от воздуха и летать.
спойлерПрежде, чем Санджи попал в ресторан «Баратти», он постоянно выкидывал остатки еды с тарелок. Но один случай заставил его серьёзно поменять мнение. На корабль, на котором Санджи служил поваром, напали пираты, а затем внезапно на оба корабля обрушился шторм. Зефф (капитан корабля пиратов) смог спасти Санджи от смерти и вытащил мальчика на сушу — возвышающийся над морем остров.На острове не было никакой растительности и, соответственно, животных — лишь голый камень. С острова можно было спуститься, чтобы добыть рыбу, но подняться обратно — почти невозможно. У них осталось немного еды. Зефф забрал себе большую часть, оставив Санджи небольшой мешок, объяснив это тем, что он ребёнок и еды ему нужно меньше. Санджи знал, как ему распорядиться едой — при грамотном распределении её хватило бы на 2 недели. Но корабли не приближались к острову. Через несколько недель голод стал невыносимым, и отчаявшийся Санджи решил убить Зеффа и забрать его еду. К его удивлению, на другой стороне острова его ждали нетронутый мешок и Зефф без одной ноги. В мешке оказалось золото. Поняв то, что Зефф отдал ему всю еду и голодал (а в манге он вообще съел свою ногу), Санджи расплакался и поклялся, что, если их спасут с этого острова, он поможет Зеффу открыть ресторан, который будет плавать в море и кормить тех, кто остался в плавании без еды. Вскоре Зеффа и Санджи забрал проплывающий мимо корабль.Санджи вместе с Зеффом открыли ресторан «Баратье», где они готовят лучшие блюда в Ист Блю. Даже если у клиента нет денег, но он очень голоден, Санджи не отказывает в куске хлеба — он лучше других знает, что значит умирать от голода посреди бескрайнего океана.

"
1269,1346,6,23,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Тони Тони Чоппер,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Тони%20Тони%20Чоппер.jpg,Аниме,,https://you-anime.ru/characters/toni-toni-chopper,"Самый маленький и младший член «Пиратов Соломенной Шляпы», к тому же — северный олень. Благодаря дьявольскому фрукту Хито-Хито, съеденному в детстве, он может принимать другие формы — человекообразного существа или маленького и пузатого оленёнка. Кроме того, Чоппер понимает язык животных. Также Чоппер не умеет прятаться: вместо того, чтобы спрятать тело и выглядывать из-за угла, он прячет глаз. Тем не менее от фрукта Чопперу больше вреда, чем пользы.Благодаря действую плода Хито-Хито Чоппер получил возможность изменять свою форму тела и делать её более человекоподобной в разных аспектах — собственно, человеческая форма, олень и гибридная тиби-форма. Однако шесть лет труда, опыты втайне от доктора Курэхи и один несчастный случай привели к тому, что Чоппер разработал чудодейственный препарат Рамбл-бол (англ. Rumble Ball) — «бойцовый шар». Он представляет собой шаровидную блестящую таблетку жёлтого цвета около 2 см в диаметре, которая употребляется путём разгрызания и которая искажает действие волн плода — или, проще говоря, даёт носителю ещё четыре формы, помимо уже существующих. Этот препарат очень высоко ценится среди знатоков. Однако неумеренное его употребление ведёт к потере контроля над превращениями, а целых три таблетки, употреблённые в течение шести часов, превращают Чоппера в чудовищного великана. Атаки не имеют конкретного названия, кроме некоторых техник, связанных с формами.
спойлерВ детстве из-за того, что он был не похож на других, его не принимали в стаде. Люди его тоже не приняли, пожалел его только доктор-шарлатан Хирилук, вылечив, он дал ему имя и взял в подмастерья. Так началась настоящая жизнь Чоппера.Позднее Хирилук, зная, что скоро умрёт, решил оградить себя от Чоппера и выгнал его из своего дома. Чоппер, узнав о том, что Хирилук умирает, решил найти лекарство, которое могло бы его вылечить. Вскоре он нашёл такое лекарство в книге — особенный гриб с черепом и костями в углу (а Хирилук в своё время внушил ему, что череп и кости — это «знак убеждения», и что под этим знаком можно сделать невозможное). Преодолев огромные трудности, получив серьёзные раны, он всё-таки добыл этот гриб и принёс его доктору.Доктор был очень растроган тем, что Чоппер сделал для него, хоть и знал о том, что гриб смертелен, всё равно съел его. Хирилук боготворил пиратов и их флаг, и заразил своей любовью к ним и Чоппера, поэтому, когда тот увидел в книге гриб и знакомый символ — череп с костями — решил, что это как раз то, что ему нужно. О том, что гриб — это не панацея от всех болезней, а яд, Чоппер узнал только от доктора Курэхи.У доктора Хирилука была мечта — сделать так, чтобы на замёрзшем острове произошло цветение сакуры (когда вишня цветёт, лепестки её цветов начинают опадать), которое, как он верил, должно излечить все болезни людей этого острова так же, как излечило его однажды. На это он тратил всё своё время, свободное от лечения людей. С целью уничтожить всех докторов на острове, кроме тех двадцати, что были у него в услужении, Вапол, местный узурпатор, решил заманить доктора в ловушку, сказав людям, что его доктора смертельно больны.Обманутый Хирилук добрался до замка Вапола, где его уже ждали и были готовы убить. Однако Хирилук, узнав о том, что это был трюк, сказал, что он рад, что никто не болен, и добавил, что человека не могут убить болезни, пули или даже яд — человек умирает тогда, когда его забывают. После этих слов он сам выпил некое зелье и взорвался на глазах Чоппера. Взбешённый Чоппер ринулся на Вапола, но его остановил Далтон, признавший неправоту узурпатора и попросивший Чоппера не приносить себя в жертву.Вернувшись к Курэхе, Чоппер попросил взять его к себе и обучить медицинскому искусству. Она хоть и не хотела этого делать, но всё-таки исполнила просьбу Хирилука и взялась учить его. С тех пор он жил у Докторины до появления Луффи.После двухлетних тренировок Чоппер заметно вырос (вернее, форма оленя) и, видимо, открыл новые формы, связанные с Рамбл-болом, а также Рамбл-бол ему нужен только для одной формы, остальные он может применять и без него. Однако характер остался таким же наивным, как и раньше, поэтому фальшивых Мугивар он принял за своих накама.

"
1270,1347,7,23,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Усопп,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Усопп.jpg,Аниме,,https://you-anime.ru/characters/usopp,"Усопп в команде Луффи — врун, стрелок и самопровозглашённый вице-капитан. Имя «Усопп» образовано из японского слова «усо» (яп. 嘘, «ложь») и имени легендарного баснописца Эзопа.Несмотря на свою внешнюю трусливость (при малейшей опасности у него лихорадочно трясутся колени), в ответственные моменты Усопп может преодолевать свой страх и проявлять завидную смелость. Кроме того, Усопп может быть достаточно выносливым и настойчивым, несмотря на то, что ему далеко до, как он говорит, «монстров вроде вас», обращаясь к Луффи, Зоро и Санджи. Размер последней награды, данной за его голову, красноречиво говорит о том, что он как минимум приблизился к их силе в первых сериях «Ван-Писа».Усопп — замечательный стрелок. Вряд ли, кто-нибудь сможет соревноваться с ним в стрельбе из рогатки. В арке «Эниес Лобби» Усопп расстрелял шефа «СР9» Спандама, тащившего Робин, с недосягаемой даже для мушкетов дозорных дистанции, а затем с этой же дистанции переправил Фрэнки ключи от наручников Робин. В инженерном мастерстве ему тоже не откажешь — Усопп неоднократно ремонтировал «Гоинг Мерри», попадавшую в серьёзные переделки, а также сконструировал большое количество устройств и механизмов. Именно он сделал сборный посох для Нами. За два года тренировок с Геркулесом стал намного сильнее, телосложение стало более крепким, а атаки — более мощными и разновидными.
спойлерРодился и вырос в деревне Сироп. Его отец, Ясопп, оставил семью и стал пиратом, когда Усопп был ещё ребёнком. Через некоторое время его мать, Банкина, сильно заболела. Чтобы подбодрить её, Усопп начал ежедневно бегать по деревне, оповещая жителей о высадке на берег пиратов. Вскоре Банкина умерла, но Усопп, не в силах справиться с болью потери, продолжал обманывать. Всерьёз его не воспринимали, а погони за вруном превратились в местную традицию. Несмотря ни на что, Усопп гордится своим отцом и мечтает стать храбрым воином моря.Подружился с Каей, больной девочкой из богатой семьи, тоже рано оставшейся без родителей. Небылицы Усоппа — единственное, что было способно развеселить Каю и придать ей энергии, чтобы жить дальше.За пару лет до событий «Ван-Писа» капитан Куро, бывший пират, уставший от постоянного преследования со стороны Флота, решил уйти на покой. Инсценировав свою смерть, Куро втёрся в доверие к Кае, став её дворецким. Знав о том, что родители Каи оставили ей большое наследство, пират надеялся подстроить её смерть и завладеть богатством. Усопп узнал о хитром плане и смог победить капитана Куро не без помощи команды «Пиратов Соломенной шляпы», тем временем находившейся в деревне. Усопп присоединился к Луффи, а Кая в благодарность подарила им корабль — «Гоинг Мерри».Интересно, что все те небылицы, что Усопп рассказывал Кае, постепенно сбываются. Так, он повстречался с гигантской золотой рыбкой (в Литтл Гарден), сражался с женщиной-кротом, съевшей дьявольский плод, Мисс Рождество в Арабасте, и недавно встретил Цербера (на борту «Триллер Барк»). Как знать, возможно, он и впрямь однажды станет Капитаном Усоппом, великим воином моря, и будет иметь 8.000 соратников. Также в арке «Логтаун» Усопп показывает плакат с наградой за Луффи, говоря, что эти 30 миллионов — награда за него, мотивируя это тем, что его затылок есть на заднем плане фото. На момент арки Пост-Эниес Лобби награда за Короля-стрелка (альтер-эго Усоппа) составляла эти же тридцать миллионов. Его текущая награда в двести миллионов является огромным прыжком от изначальной и стала возможной благодаря его роли «Бога» во время спасения всех игрушечных рабов в подполье Дофламинго. Так он перескочил с третьей низшей награды экипажа до третьей по величине, обойдя предыдущего обладателя, Нико Робин, которая спустилась на пятое место после событий в Арки Пирожного Острова.

"
1271,1348,8,23,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Нами,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Нами.jpg,Аниме,,https://you-anime.ru/characters/nami,"Одна из лучших штурманов, бороздящих просторы Гранд Лайн. На «Гоинг Мерри», а впоследствии «Санни», Нами вдобавок выполняет роль боцмана, внося необходимый элемент дисциплины и очень часто эксплуатируя всех друзей из команды. Очень умна, возможно, самый умный член команды. По словам Эйитиро Оды в SBS, Нами — третья по счёту среди самых умных людей, показанных в арке «Ист Блю», после капитана Куро и Бенна Бекмана. Во втором датабуке получила максимальный балл в разделе «интеллект».В качестве оружия использует Жезл Контроля Погоды (англ. Clima Tact), созданный Усоппом. Изначально он не имел никаких полезных для битвы эффектов, а атака молнией заряжалась очень долго и не наносила почти никакого урона. Но после приключений на Скайпии Усопп модернизировал Жезл Контроля Погоды, добавив в него ракуши, купленные на острове. Скорость создания атмосферы, необходимой для удара молнией увеличилась, появилась возможность заряжать верхушку Жезла электричеством и орудовать ею как булавой, а также контролировать погоду в пределах нескольких метрах вокруг Нами. После двух лет тренировок на острове Погодия атаки стали ещё сильнее, появились новые возможности и способности.Обожает простую и красивую одежду, в плане моды ей практически нет равных. Бо́льшая часть заработанных ей денег уходит на обновление гардероба.Нами весьма жадная и вспыльчивая и поначалу может показаться даже жестокой, но под этой маской скрывается очень добрая и ранимая девушка. Больше всего на свете она любит деньги и мандарины. Но когда она говорит: «Я люблю деньги и мандарины», — она подразумевает: «Я люблю деньги и много денег», — потому что в Японии мандарин — символ сказочного богатства. Но мандарины она любит также и по той причине, что её приёмная мать Бельмере, когда они жили мирной жизнью у себя в деревне, выращивала мандарины, что является своего рода её символом. Тем не менее главная мечта Нами — составить карту мира. Но если её поставят перед выбором — друзья или деньги — она без колебаний выберет первое.
спойлерНами — сирота. В младенчестве её подобрала на поле боя Бельмере, солдат Морского Дозора. Тихая жизнь закончилась, когда в их деревню вторгся печально известный пират Арлонг со своей командой. Бельмере не смогла уплатить Арлонгу месячную подать и была убита на глазах Нами. Уже тогда в совершенстве владевшая искусством составления карт, Нами вступила в банду Арлонга и заключила с ним договор: он уйдёт из деревни, если Нами принесёт ему сто миллионов бели. Из-за Арлонга Нами ненавидела пиратов, но когда Луффи и его команда побили Арлонга и спасли деревню, она поняла, что действительно нашла друзей и стала полноценным членом команды.

"
1272,1349,9,23,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Брук,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Брук.jpg,Аниме,,https://you-anime.ru/characters/bruk,
1273,1350,10,23,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Виви Нефертари,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Виви%20Нефертари.jpg,Аниме,,https://you-anime.ru/characters/vivi-nefertari,"Дочь Кобры Нефертари  и принцесса Алабасты. Была мисс Уэнсдей в Барокко Уоркс вместе с Игарамом. Путешествовала с Мугиварами во время арки «Барокко Уоркс». Считается одним из членов «Пиратов Соломенной шляпы», хотя больше не путешествует с ними.ВнешностьВиви очень стройна и красива, у неё длинные голубые волосы, как правило забранные в хвост. Одевается она скромней, по сравнению с Нами и Робин, и очень редко носит одежду, подчеркивающую её статус принцессы. Мастер маскировки. Виви два года провела в Барокко Уоркс под прикрытием и не была разоблачена. Помимо этого, может перемещаться по стране неузнанной. Обладает природной ловкостью и живучестью.ХарактерНесмотря на то, что Виви является принцессой, она никогда не требовала к себе особого отношения и не ставила себя выше других. Спокойно может взяться за работу, неподобающую принцессе, например, мытьё посуды. Первым делом Виви думает о других, рискуя своей жизнью, ради нуждающихся в помощи. Она также чрезвычайно самоотверженна, готова выйти против заведомо более сильного противника ради своих друзей. Как принцесса, Виви чувствует на себе большую ответственность за свою страну.ПривычкиВиви остра на язычок и очень чётко и кратко может подметить главное. А вот публичных выступлений она не любит.АтакиВ бою часто прибегает к различным уловкам. В качестве оружия использует павлиньи резаки — небольшой драгоценный камень на проволоке, привязанный к её руке. Её атаки настолько сильны, что без проблем могут отрубить голову человеку."
